JoinField,UNIQUE_ID,COUNTYFP,Parish,Precinct,G24PREDHAR,G24PRERTRU,G24PRETOT,G24A1NO,G24A1YES,G24PRELOLI,G24PREOCRU,G24PREOFRU,G24PREOKEN,G24PREOPRE,G24PREOSON,G24PREOSTE,G24PREOTER,G24PREOWES,GCON01DMAN,GCON01NHYE,GCON01RARR,GCON01RSCA,GCON01RSHA,GCON02DCAR,GCON02DDAV,GCON02RGRA,GCON02RLYN,GCON02RPER,GCON03DGON,GCON03DSUM,GCON03RHIG,GCON03RJOH,GCON04RJOH,GCON04RMOR,GCON05DVAL,GCON05RLET,GCON05RMEN,GCON06DAND,GCON06DFIE,GCON06DJON,GCON06DWIL,GCON06RGUI
005;8,Ascension-0-8,005,Ascension,00 08,310,766,1097,251,813,5,0,0,6,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,725,261,0,0,0,0,0
005;9,Ascension-0-9,005,Ascension,00 09,234,501,749,155,538,3,0,0,2,5,0,4,0,0,0,0,0,0,0,180,34,293,184,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;1-1,Assumption-1-1,007,Assumption,01 01,358,42,406,60,285,0,0,0,0,0,2,2,0,2,0,0,0,0,0,290,28,8,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;1-2,Assumption-1-2,007,Assumption,01 02,405,256,678,164,429,7,0,0,3,0,3,4,0,0,0,0,0,0,0,402,42,86,102,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;1-3,Assumption-1-3,007,Assumption,01 03,10,45,55,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;2-1,Assumption-2-1,007,Assumption,02 01,44,362,410,82,311,0,0,0,0,0,0,2,0,2,0,0,0,0,0,79,9,122,176,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;2-2,Assumption-2-2,007,Assumption,02 02,5,59,64,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,15,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;2-3,Assumption-2-3,007,Assumption,02 03,54,353,416,87,298,2,0,0,3,0,0,1,3,0,0,0,0,0,0,82,6,149,141,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;2-4,Assumption-2-4,007,Assumption,02 04,44,233,281,59,189,0,0,0,0,3,0,1,0,0,0,0,0,0,0,45,12,90,92,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;2-5,Assumption-2-5,007,Assumption,02 05,22,70,93,29,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,35,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;3-1,Assumption-3-1,007,Assumption,03 01,25,142,169,31,136,0,0,0,2,0,0,0,0,0,0,0,0,0,0,33,0,59,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;3-2,Assumption-3-2,007,Assumption,03 02,60,771,837,189,593,0,1,1,2,2,0,0,0,0,0,0,0,0,0,70,25,304,316,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;4-1,Assumption-4-1,007,Assumption,04 01,154,115,270,54,161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,21,54,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;4-2,Assumption-4-2,007,Assumption,04 02,353,179,540,128,323,3,1,0,0,2,0,0,0,2,0,0,0,0,0,288,48,62,67,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;4-3,Assumption-4-3,007,Assumption,04 03,92,129,228,45,132,3,0,0,0,2,0,0,0,2,0,0,0,0,0,82,12,42,45,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;4-4,Assumption-4-4,007,Assumption,04 04,74,32,109,23,63,0,0,0,1,0,0,0,0,2,0,0,0,0,0,56,10,9,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;5-1,Assumption-5-1,007,Assumption,05 01,188,41,240,56,132,1,0,0,1,0,3,4,0,2,0,0,0,0,0,142,29,11,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;5-2,Assumption-5-2,007,Assumption,05 02,126,245,375,87,247,0,0,0,3,0,0,0,1,0,0,0,0,0,0,122,23,95,84,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;5-3,Assumption-5-3,007,Assumption,05 03,29,182,211,48,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,75,75,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;5-5,Assumption-5-5,007,Assumption,05 05,0,15,15,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;6-1,Assumption-6-1,007,Assumption,06 01,242,238,485,119,313,0,0,0,1,0,0,2,0,2,0,0,0,0,0,246,29,72,116,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;6-2,Assumption-6-2,007,Assumption,06 02,334,44,381,93,210,0,0,0,0,0,1,0,0,2,0,0,0,0,0,285,29,20,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;6-3,Assumption-6-3,007,Assumption,06 03,168,23,191,46,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;7-1,Assumption-7-1,007,Assumption,07 01,240,489,739,155,536,0,0,0,0,5,0,3,1,1,0,0,0,0,0,316,15,164,185,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;7-2,Assumption-7-2,007,Assumption,07 02,18,198,217,65,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,3,74,83,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;7-3,Assumption-7-3,007,Assumption,07 03,23,307,334,83,238,3,0,0,1,0,0,0,0,0,0,0,0,0,0,38,13,134,113,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;8-1,Assumption-8-1,007,Assumption,08 01,96,1134,1244,340,799,1,0,0,4,0,2,6,0,1,0,0,0,0,0,164,39,458,395,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007;9-1,Assumption-9-1,007,Assumption,09 01,109,1259,1379,368,955,1,0,0,4,5,0,1,0,0,0,0,0,0,0,208,48,530,453,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011;1,Beauregard-0-1,011,Beauregard,00 01,19,181,206,83,115,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,26,0,0,0,0,0,0,0,0
011;10,Beauregard-0-10,011,Beauregard,00 10,28,566,606,195,394,2,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,41,0,0,0,0,0,0,0,0
011;11,Beauregard-0-11,011,Beauregard,00 11,42,457,504,167,320,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,43,0,0,0,0,0,0,0,0
011;11B,Beauregard-0-11B,011,Beauregard,00 11B,23,388,415,165,256,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,37,0,0,0,0,0,0,0,0
011;12,Beauregard-0-12,011,Beauregard,00 12,96,1187,1288,414,832,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,128,0,0,0,0,0,0,0,0
011;12A,Beauregard-0-12A,011,Beauregard,00 12A,124,1276,1414,430,957,6,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,182,0,0,0,0,0,0,0,0
011;13,Beauregard-0-13,011,Beauregard,00 13,28,633,670,247,406,2,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,61,0,0,0,0,0,0,0,0
011;14,Beauregard-0-14,011,Beauregard,00 14,23,422,449,169,274,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,30,0,0,0,0,0,0,0,0
011;14A,Beauregard-0-14A,011,Beauregard,00 14A,26,295,325,124,183,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,39,0,0,0,0,0,0,0,0
011;15,Beauregard-0-15,011,Beauregard,00 15,31,298,331,121,205,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,34,0,0,0,0,0,0,0,0
011;16,Beauregard-0-16,011,Beauregard,00 16,66,404,477,137,313,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,65,0,0,0,0,0,0,0,0
011;16A,Beauregard-0-16A,011,Beauregard,00 16A,96,386,490,139,296,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,59,0,0,0,0,0,0,0,0
011;17,Beauregard-0-17,011,Beauregard,00 17,31,331,366,101,256,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,39,0,0,0,0,0,0,0,0
011;17A,Beauregard-0-17A,011,Beauregard,00 17A,14,264,278,108,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,16,0,0,0,0,0,0,0,0
011;18,Beauregard-0-18,011,Beauregard,00 18,19,119,138,30,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,14,0,0,0,0,0,0,0,0
011;18A,Beauregard-0-18A,011,Beauregard,00 18A,2,29,31,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0
011;19,Beauregard-0-19,011,Beauregard,00 19,12,181,198,50,144,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,20,0,0,0,0,0,0,0,0
011;1A,Beauregard-0-1A,011,Beauregard,00 01A,0,195,195,73,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,4,0,0,0,0,0,0,0,0
011;2,Beauregard-0-2,011,Beauregard,00 02,26,76,104,44,50,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,24,0,0,0,0,0,0,0,0
011;20,Beauregard-0-20,011,Beauregard,00 20,52,999,1061,355,687,1,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,120,0,0,0,0,0,0,0,0
011;21,Beauregard-0-21,011,Beauregard,00 21,42,288,331,91,217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,47,0,0,0,0,0,0,0,0
011;22,Beauregard-0-22,011,Beauregard,00 22,28,614,648,249,406,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,45,0,0,0,0,0,0,0,0
011;25,Beauregard-0-25,011,Beauregard,00 25,221,402,639,151,409,3,1,1,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,107,0,0,0,0,0,0,0,0
011;25B,Beauregard-0-25B,011,Beauregard,00 25B,110,109,227,48,139,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,36,0,0,0,0,0,0,0,0
011;26,Beauregard-0-26,011,Beauregard,00 26,232,107,346,96,152,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,67,0,0,0,0,0,0,0,0
011;27,Beauregard-0-27,011,Beauregard,00 27,16,148,170,59,93,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,8,0,0,0,0,0,0,0,0
011;27A,Beauregard-0-27A,011,Beauregard,00 27A,19,307,328,98,215,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,22,0,0,0,0,0,0,0,0
011;27B,Beauregard-0-27B,011,Beauregard,00 27B,77,147,230,62,137,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,26,0,0,0,0,0,0,0,0
011;28,Beauregard-0-28,011,Beauregard,00 28,291,43,334,83,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,79,0,0,0,0,0,0,0,0
011;28A,Beauregard-0-28A,011,Beauregard,00 28A,52,109,164,41,111,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,35,0,0,0,0,0,0,0,0
011;3,Beauregard-0-3,011,Beauregard,00 03,24,226,252,73,170,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,32,0,0,0,0,0,0,0,0
011;30,Beauregard-0-30,011,Beauregard,00 30,87,429,519,137,354,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,71,0,0,0,0,0,0,0,0
011;4,Beauregard-0-4,011,Beauregard,00 04,101,376,486,140,291,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,69,0,0,0,0,0,0,0,0
011;5,Beauregard-0-5,011,Beauregard,00 05,52,542,594,204,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,59,0,0,0,0,0,0,0,0
011;6,Beauregard-0-6,011,Beauregard,00 06,24,274,302,105,189,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,28,0,0,0,0,0,0,0,0
011;7,Beauregard-0-7,011,Beauregard,00 07,16,155,171,57,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,12,0,0,0,0,0,0,0,0
011;9,Beauregard-0-9,011,Beauregard,00 09,42,541,587,194,376,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,41,0,0,0,0,0,0,0,0
013;1-1,Bienville-1-1,013,Bienville,01 01,8,0,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
013;1-2,Bienville-1-2,013,Bienville,01 02,172,110,284,95,148,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,64,0,0,0,0,0,0,0,0
013;1-3,Bienville-1-3,013,Bienville,01 03,32,63,95,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,19,0,0,0,0,0,0,0,0
013;1-4,Bienville-1-4,013,Bienville,01 04,8,39,47,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9,0,0,0,0,0,0,0,0
013;1-5,Bienville-1-5,013,Bienville,01 05,10,13,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0
013;1-6,Bienville-1-6,013,Bienville,01 06,87,130,217,69,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,45,0,0,0,0,0,0,0,0
013;1-7,Bienville-1-7,013,Bienville,01 07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
013;2-1,Bienville-2-1,013,Bienville,02 01,230,16,256,69,127,2,1,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,54,0,0,0,0,0,0,0,0
013;2-2,Bienville-2-2,013,Bienville,02 02,116,11,132,40,70,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,0,0,0,0,0,0,0,0
013;2-3,Bienville-2-3,013,Bienville,02 03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
013;2-4,Bienville-2-4,013,Bienville,02 04,87,64,151,43,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,28,0,0,0,0,0,0,0,0
013;2-5,Bienville-2-5,013,Bienville,02 05,19,13,32,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0
013;3-1,Bienville-3-1,013,Bienville,03 01,228,37,267,73,127,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,82,0,0,0,0,0,0,0,0
013;3-2,Bienville-3-2,013,Bienville,03 02,170,74,249,76,138,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,71,0,0,0,0,0,0,0,0
013;3-3,Bienville-3-3,013,Bienville,03 03,84,86,172,67,87,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,38,0,0,0,0,0,0,0,0
013;3-4,Bienville-3-4,013,Bienville,03 04,31,32,65,28,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,0,0,0,0,0,0,0,0
013;3-5,Bienville-3-5,013,Bienville,03 05,15,27,44,16,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0
013;3-6,Bienville-3-6,013,Bienville,03 06,37,62,99,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,23,0,0,0,0,0,0,0,0
013;3-7,Bienville-3-7,013,Bienville,03 07,2,3,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
013;4-1,Bienville-4-1,013,Bienville,04 01,231,170,405,148,201,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,83,0,0,0,0,0,0,0,0
013;4-2,Bienville-4-2,013,Bienville,04 02,2,67,69,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,0,0,0,0,0,0,0,0
013;4-3,Bienville-4-3,013,Bienville,04 03,83,382,467,195,254,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,63,0,0,0,0,0,0,0,0
013;5-1,Bienville-5-1,013,Bienville,05 01,212,173,393,173,184,1,2,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,115,0,0,0,0,0,0,0,0
013;5-2,Bienville-5-2,013,Bienville,05 02,78,292,372,160,198,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,50,0,0,0,0,0,0,0,0
013;5-3,Bienville-5-3,013,Bienville,05 03,15,145,160,56,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,14,0,0,0,0,0,0,0,0
013;5-4,Bienville-5-4,013,Bienville,05 04,2,22,24,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0
013;6-1,Bienville-6-1,013,Bienville,06 01,3,93,98,50,49,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,5,0,0,0,0,0,0,0,0
013;6-2,Bienville-6-2,013,Bienville,06 02,6,245,251,119,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,5,0,0,0,0,0,0,0,0
013;6-3,Bienville-6-3,013,Bienville,06 03,97,337,438,173,217,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,40,0,0,0,0,0,0,0,0
013;6-4,Bienville-6-4,013,Bienville,06 04,18,235,254,117,127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,14,0,0,0,0,0,0,0,0
013;6-5,Bienville-6-5,013,Bienville,06 05,2,107,109,41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,0,0,0,0,0,0,0,0
013;7-1,Bienville-7-1,013,Bienville,07 01,94,89,185,65,87,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43,0,0,0,0,0,0,0,0
013;7-2,Bienville-7-2,013,Bienville,07 02,86,89,179,62,78,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,24,0,0,0,0,0,0,0,0
013;7-3,Bienville-7-3,013,Bienville,07 03,27,213,241,103,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,38,0,0,0,0,0,0,0,0
013;7-4,Bienville-7-4,013,Bienville,07 04,239,221,465,205,214,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,143,0,0,0,0,0,0,0,0
015;1-1,Bossier-1-1,015,Bossier,01 01,202,414,628,185,430,3,0,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,127,0,0,0,0,0,0,0,0
015;1-2,Bossier-1-2,015,Bossier,01 02,242,498,751,185,530,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,142,0,0,0,0,0,0,0,0
015;1-3,Bossier-1-3,015,Bossier,01 03,238,449,697,218,461,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,125,0,0,0,0,0,0,0,0
015;1-3A,Bossier-1-3A,015,Bossier,01 03A,257,548,815,274,501,2,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,140,0,0,0,0,0,0,0,0
015;1-3B,Bossier-1-3B,015,Bossier,01 03B,138,289,434,114,293,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,79,0,0,0,0,0,0,0,0
015;1-4,Bossier-1-4,015,Bossier,01 04,384,765,1163,341,756,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,234,0,0,0,0,0,0,0,0
015;1-5,Bossier-1-5,015,Bossier,01 05,157,331,499,93,368,3,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,116,0,0,0,0,0,0,0,0
015;2-1,Bossier-2-1,015,Bossier,02 01,282,221,513,145,284,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,127,0,0,0,0,0,0,0,0
015;2-10,Bossier-2-10,015,Bossier,02 10,100,267,370,121,224,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,79,0,0,0,0,0,0,0,0
015;2-11,Bossier-2-11,015,Bossier,02 11,200,180,384,101,257,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,57,0,0,0,0,0,0,0,0
015;2-12A,Bossier-2-12A,015,Bossier,02 12A,447,252,714,203,463,5,0,0,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,155,0,0,0,0,0,0,0,0
015;2-12B,Bossier-2-12B,015,Bossier,02 12B,134,94,236,71,162,3,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,59,0,0,0,0,0,0,0,0
015;2-13,Bossier-2-13,015,Bossier,02 13,265,206,478,136,299,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,116,0,0,0,0,0,0,0,0
015;2-14,Bossier-2-14,015,Bossier,02 14,184,204,389,140,237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,70,0,0,0,0,0,0,0,0
015;2-15,Bossier-2-15,015,Bossier,02 15,288,153,451,116,293,2,0,0,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,109,0,0,0,0,0,0,0,0
015;2-16,Bossier-2-16,015,Bossier,02 16,407,322,736,226,461,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,199,0,0,0,0,0,0,0,0
015;2-17A,Bossier-2-17A,015,Bossier,02 17A,136,125,265,56,171,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,55,0,0,0,0,0,0,0,0
015;2-17B,Bossier-2-17B,015,Bossier,02 17B,273,180,455,127,284,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,109,0,0,0,0,0,0,0,0
015;2-18B,Bossier-2-18B,015,Bossier,02 18B,100,662,767,267,459,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,57,0,0,0,0,0,0,0,0
015;2-18C,Bossier-2-18C,015,Bossier,02 18C -1,281,919,1217,421,707,2,0,0,3,0,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,131,0,0,0,0,0,0,0,0
015;2-18D,Bossier-2-18D,015,Bossier,02 18D,54,368,431,175,235,2,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,37,0,0,0,0,0,0,0,0
015;2-18F,Bossier-2-18F,015,Bossier,02 18F,52,531,590,177,366,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,37,0,0,0,0,0,0,0,0
015;2-18G,Bossier-2-18G,015,Bossier,02 18G,255,680,947,276,643,3,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,149,0,0,0,0,0,0,0,0
015;2-18H,Bossier-2-18H,015,Bossier,02 18H,209,478,697,214,470,2,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,99,0,0,0,0,0,0,0,0
015;2-18I,Bossier-2-18I,015,Bossier,02 18I,236,693,941,270,630,3,0,0,2,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,151,0,0,0,0,0,0,0,0
015;2-19,Bossier-2-19,015,Bossier,02 19,373,136,516,153,326,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,162,0,0,0,0,0,0,0,0
015;2-1A,Bossier-2-1A,015,Bossier,02 01A,71,298,382,116,228,2,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,48,0,0,0,0,0,0,0,0
015;2-2,Bossier-2-2,015,Bossier,02 02,123,574,706,185,470,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,81,0,0,0,0,0,0,0,0
015;2-20,Bossier-2-20,015,Bossier,02 20,196,324,524,125,359,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,94,0,0,0,0,0,0,0,0
015;2-21A,Bossier-2-21A,015,Bossier,02 21A,248,651,912,250,599,1,2,0,5,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,134,0,0,0,0,0,0,0,0
015;2-21B,Bossier-2-21B,015,Bossier,02 21B,207,588,802,250,481,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,144,0,0,0,0,0,0,0,0
015;2-21C,Bossier-2-21C,015,Bossier,02 21C,232,1212,1458,449,910,1,0,0,3,0,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,131,0,0,0,0,0,0,0,0
